Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
7,"M1,M2",CY052944,Yes,987,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122886/2009(H1N1)
1,PB2,CY052950,Yes,2293,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122886/2009(H1N1)
2,PB1,CY052949,Yes,2303,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122886/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052948,Yes,2172,H1N1,9/12/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45122886/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052452,Yes,2175,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45130742/2009(H1N1)
2,PB1,CY052453,Yes,2303,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45130742/2009(H1N1)
1,PB2,CY052454,Yes,2293,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45130742/2009(H1N1)
6,NA,CY052449,Yes,1420,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45130742/2009(H1N1)
4,HA,CY052447,Yes,1734,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45130742/2009(H1N1)
7,"M1,M2",CY052448,Yes,987,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45130742/2009(H1N1)
5,NP,CY052450,Yes,1523,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45130742/2009(H1N1)
8,"NS1,NS2",CY052451,Yes,850,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45130742/2009(H1N1)
1,PB2,CY052838,Yes,2293,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131305/2009(H1N1)
2,PB1,CY052837,Yes,2303,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131305/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052836,Yes,2172,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131305/2009(H1N1)
6,NA,CY052833,Yes,1420,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131305/2009(H1N1)
8,"NS1,NS2",CY052835,Yes,850,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131305/2009(H1N1)
5,NP,CY052834,Yes,1523,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131305/2009(H1N1)
7,"M1,M2",CY052832,Yes,987,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131305/2009(H1N1)
4,HA,CY052831,Yes,1734,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131305/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052804,Yes,2171,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131576/2009(H1N1)
2,PB1,CY052805,Yes,2303,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131576/2009(H1N1)
4,HA,CY052799,Yes,1734,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131576/2009(H1N1)
1,PB2,CY052806,Yes,2281,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131576/2009(H1N1)
8,"NS1,NS2",CY052803,Yes,850,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131576/2009(H1N1)
5,NP,CY052802,Yes,1523,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131576/2009(H1N1)
7,"M1,M2",CY052800,Yes,987,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131576/2009(H1N1)
6,NA,CY052801,Yes,1420,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131576/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052580,Yes,2175,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131774/2009(H1N1)
8,"NS1,NS2",CY052579,Yes,850,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131774/2009(H1N1)
5,NP,CY052578,Yes,1523,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131774/2009(H1N1)
6,NA,CY052577,Yes,1420,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131774/2009(H1N1)
2,PB1,CY052581,Yes,2303,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131774/2009(H1N1)
1,PB2,CY052582,Yes,2293,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131774/2009(H1N1)
7,"M1,M2",CY052576,Yes,987,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131774/2009(H1N1)
4,HA,CY052575,Yes,1734,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45131774/2009(H1N1)
6,NA,CY052841,Yes,1420,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132202/2009(H1N1)
5,NP,CY052842,Yes,1523,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132202/2009(H1N1)
8,"NS1,NS2",CY052843,Yes,850,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132202/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052844,Yes,2172,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132202/2009(H1N1)
7,"M1,M2",CY052840,Yes,987,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132202/2009(H1N1)
1,PB2,CY052846,Yes,2293,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132202/2009(H1N1)
4,HA,CY052839,Yes,1734,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132202/2009(H1N1)
2,PB1,CY052845,Yes,2303,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132202/2009(H1N1)
4,HA,CY052543,Yes,1734,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132214/2009(H1N1)
6,NA,CY052545,Yes,1420,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132214/2009(H1N1)
5,NP,CY052546,Yes,1523,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132214/2009(H1N1)
2,PB1,CY052549,Yes,2303,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132214/2009(H1N1)
1,PB2,CY052550,Yes,2293,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132214/2009(H1N1)
8,"NS1,NS2",CY052547,Yes,850,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132214/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052548,Yes,2175,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132214/2009(H1N1)
7,"M1,M2",CY052544,Yes,987,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132214/2009(H1N1)
7,"M1,M2",CY052584,Yes,987,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132647/2009(H1N1)
2,PB1,CY052589,Yes,2303,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132647/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052588,Yes,2175,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132647/2009(H1N1)
8,"NS1,NS2",CY052587,Yes,850,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132647/2009(H1N1)
4,HA,CY052583,Yes,1734,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132647/2009(H1N1)
1,PB2,CY052590,Yes,2293,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132647/2009(H1N1)
6,NA,CY052585,Yes,1420,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132647/2009(H1N1)
5,NP,CY052586,Yes,1523,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132647/2009(H1N1)
5,NP,CY052570,Yes,1523,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132788/2009(H1N1)
4,HA,CY052567,Yes,1734,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132788/2009(H1N1)
7,"M1,M2",CY052568,Yes,987,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132788/2009(H1N1)
8,"NS1,NS2",CY052571,Yes,850,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132788/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052572,Yes,2175,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132788/2009(H1N1)
2,PB1,CY052573,Yes,2303,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132788/2009(H1N1)
1,PB2,CY052574,Yes,2293,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132788/2009(H1N1)
6,NA,CY052569,Yes,1420,H1N1,9/13/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45132788/2009(H1N1)
4,HA,CY052711,Yes,1734,H1N1,9/14/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45140902/2009(H1N1)
7,"M1,M2",CY052712,Yes,987,H1N1,9/14/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45140902/2009(H1N1)
6,NA,CY052713,Yes,1420,H1N1,9/14/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45140902/2009(H1N1)
1,PB2,CY052718,Yes,2293,H1N1,9/14/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45140902/2009(H1N1)
8,"NS1,NS2",CY052715,Yes,850,H1N1,9/14/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45140902/2009(H1N1)
3,"PA,PA-X protein(+41)",CY052716,Yes,2172,H1N1,9/14/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45140902/2009(H1N1)
2,PB1,CY052717,Yes,2303,H1N1,9/14/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45140902/2009(H1N1)
5,NP,CY052714,Yes,1523,H1N1,9/14/2009,IRD:Human,USA,Texas,9-Aug,A/Texas/45140902/2009(H1N1)
6,NA,CY058040,Yes,1418,H1N1,10/17/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46172731/2009(H1N1)
5,NP,CY058041,Yes,1516,H1N1,10/17/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46172731/2009(H1N1)
8,"NS1,NS2",CY058042,Yes,844,H1N1,10/17/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46172731/2009(H1N1)
7,"M1,M2",CY058039,Yes,982,H1N1,10/17/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46172731/2009(H1N1)
1,PB2,CY058045,Yes,2292,H1N1,10/17/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46172731/2009(H1N1)
3,"PA,PA-X protein(+41)",CY058043,Yes,2169,H1N1,10/17/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46172731/2009(H1N1)
4,HA,CY058038,Yes,1721,H1N1,10/17/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46172731/2009(H1N1)
2,PB1,CY058044,Yes,2299,H1N1,10/17/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46172731/2009(H1N1)
8,"NS1,NS2",CY058050,Yes,850,H1N1,10/17/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46172734/2009(H1N1)
4,HA,CY058046,Yes,1734,H1N1,10/17/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46172734/2009(H1N1)
7,"M1,M2",CY058047,Yes,987,H1N1,10/17/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46172734/2009(H1N1)
6,NA,CY058048,Yes,1420,H1N1,10/17/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46172734/2009(H1N1)
3,"PA,PA-X protein(+41)",CY058051,Yes,2175,H1N1,10/17/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46172734/2009(H1N1)
2,PB1,CY058052,Yes,2303,H1N1,10/17/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46172734/2009(H1N1)
1,PB2,CY058053,Yes,2293,H1N1,10/17/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46172734/2009(H1N1)
5,NP,CY058049,Yes,1523,H1N1,10/17/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46172734/2009(H1N1)
4,HA,CY058054,Yes,1720,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46181235/2009(H1N1)
6,NA,CY058056,Yes,1418,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46181235/2009(H1N1)
5,NP,CY058057,Yes,1516,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46181235/2009(H1N1)
8,"NS1,NS2",CY058058,Yes,844,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46181235/2009(H1N1)
3,"PA,PA-X protein(+41)",CY058059,Yes,2169,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46181235/2009(H1N1)
2,PB1,CY058060,Yes,2299,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46181235/2009(H1N1)
1,PB2,CY058061,Yes,2292,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46181235/2009(H1N1)
7,"M1,M2",CY058055,Yes,982,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46181235/2009(H1N1)
1,PB2,CY058069,Yes,2293,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46181292/2009(H1N1)
3,"PA,PA-X protein(+41)",CY058067,Yes,2175,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46181292/2009(H1N1)
4,HA,CY058062,Yes,1734,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46181292/2009(H1N1)
7,"M1,M2",CY058063,Yes,987,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46181292/2009(H1N1)
6,NA,CY058064,Yes,1420,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46181292/2009(H1N1)
2,PB1,CY058068,Yes,2303,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46181292/2009(H1N1)
8,"NS1,NS2",CY058066,Yes,850,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46181292/2009(H1N1)
5,NP,CY058065,Yes,1523,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46181292/2009(H1N1)
1,PB2,CY058691,Yes,2292,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46182018/2009(H1N1)
2,PB1,CY058690,Yes,2283,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46182018/2009(H1N1)
3,"PA,PA-X protein(+41)",CY058689,Yes,2166,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46182018/2009(H1N1)
8,"NS1,NS2",CY058688,Yes,844,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46182018/2009(H1N1)
5,NP,CY058687,Yes,1516,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46182018/2009(H1N1)
6,NA,CY058686,Yes,1418,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46182018/2009(H1N1)
7,"M1,M2",CY058685,Yes,982,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46182018/2009(H1N1)
4,HA,CY058684,Yes,1720,H1N1,10/18/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46182018/2009(H1N1)
4,HA,CY058692,Yes,1721,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/461917783/2009(H1N1)
1,PB2,CY058699,Yes,2292,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/461917783/2009(H1N1)
2,PB1,CY058698,Yes,2299,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/461917783/2009(H1N1)
3,"PA,PA-X protein(+41)",CY058697,Yes,2169,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/461917783/2009(H1N1)
6,NA,CY058694,Yes,1418,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/461917783/2009(H1N1)
5,NP,CY058695,Yes,1516,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/461917783/2009(H1N1)
8,"NS1,NS2",CY058696,Yes,844,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/461917783/2009(H1N1)
7,"M1,M2",CY058693,Yes,982,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/461917783/2009(H1N1)
3,"PA,PA-X protein(+41)",CY058705,Yes,2169,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46192760/2009(H1N1)
8,"NS1,NS2",CY058704,Yes,844,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46192760/2009(H1N1)
4,HA,CY058700,Yes,1721,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46192760/2009(H1N1)
7,"M1,M2",CY058701,Yes,982,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46192760/2009(H1N1)
6,NA,CY058702,Yes,1418,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46192760/2009(H1N1)
1,PB2,CY058707,Yes,2292,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46192760/2009(H1N1)
5,NP,CY058703,Yes,1516,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46192760/2009(H1N1)
2,PB1,CY058706,Yes,2299,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46192760/2009(H1N1)
1,PB2,CY058715,Yes,2292,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46193311/2009(H1N1)
2,PB1,CY058714,Yes,2299,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46193311/2009(H1N1)
3,"PA,PA-X protein(+41)",CY058713,Yes,2169,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46193311/2009(H1N1)
8,"NS1,NS2",CY058712,Yes,844,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46193311/2009(H1N1)
7,"M1,M2",CY058709,Yes,982,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46193311/2009(H1N1)
4,HA,CY058708,Yes,1720,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46193311/2009(H1N1)
6,NA,CY058710,Yes,1418,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46193311/2009(H1N1)
5,NP,CY058711,Yes,1516,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46193311/2009(H1N1)
3,"PA,PA-X protein(+41)",CY060760,Yes,2175,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46193632/2009(H1N1)
4,HA,CY060755,Yes,1734,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46193632/2009(H1N1)
6,NA,CY060757,Yes,1420,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46193632/2009(H1N1)
5,NP,CY060758,Yes,1523,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46193632/2009(H1N1)
1,PB2,CY060762,Yes,2293,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46193632/2009(H1N1)
2,PB1,CY060761,Yes,2303,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46193632/2009(H1N1)
8,"NS1,NS2",CY060759,Yes,850,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46193632/2009(H1N1)
7,"M1,M2",CY060756,Yes,987,H1N1,10/19/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46193632/2009(H1N1)
5,NP,CY060766,Yes,1523,H1N1,10/20/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46201823/2009(H1N1)
8,"NS1,NS2",CY060767,Yes,850,H1N1,10/20/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46201823/2009(H1N1)
3,"PA,PA-X protein(+41)",CY060768,Yes,2175,H1N1,10/20/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46201823/2009(H1N1)
1,PB2,CY060770,Yes,2293,H1N1,10/20/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46201823/2009(H1N1)
7,"M1,M2",CY060764,Yes,987,H1N1,10/20/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46201823/2009(H1N1)
6,NA,CY060765,Yes,1420,H1N1,10/20/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46201823/2009(H1N1)
2,PB1,CY060769,Yes,2303,H1N1,10/20/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46201823/2009(H1N1)
4,HA,CY060763,Yes,1734,H1N1,10/20/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46201823/2009(H1N1)
8,"NS1,NS2",CY060775,Yes,850,H1N1,10/21/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46214103/2009(H1N1)
2,PB1,CY060777,Yes,2303,H1N1,10/21/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46214103/2009(H1N1)
7,"M1,M2",CY060772,Yes,987,H1N1,10/21/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46214103/2009(H1N1)
6,NA,CY060773,Yes,1420,H1N1,10/21/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46214103/2009(H1N1)
1,PB2,CY060778,Yes,2293,H1N1,10/21/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46214103/2009(H1N1)
5,NP,CY060774,Yes,1523,H1N1,10/21/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46214103/2009(H1N1)
4,HA,CY060771,Yes,1734,H1N1,10/21/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46214103/2009(H1N1)
3,"PA,PA-X protein(+41)",CY060776,Yes,2175,H1N1,10/21/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46214103/2009(H1N1)
7,"M1,M2",CY060780,Yes,987,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46221665/2009(H1N1)
4,HA,CY060779,Yes,1734,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46221665/2009(H1N1)
8,"NS1,NS2",CY060783,Yes,850,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46221665/2009(H1N1)
6,NA,CY060781,Yes,1421,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46221665/2009(H1N1)
2,PB1,CY060785,Yes,2303,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46221665/2009(H1N1)
3,"PA,PA-X protein(+41)",CY060784,Yes,2175,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46221665/2009(H1N1)
5,NP,CY060782,Yes,1523,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46221665/2009(H1N1)
1,PB2,CY060786,Yes,2293,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46221665/2009(H1N1)
5,NP,CY060790,Yes,1523,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46222134/2009(H1N1)
6,NA,CY060789,Yes,1420,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46222134/2009(H1N1)
4,HA,CY060787,Yes,1734,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46222134/2009(H1N1)
1,PB2,CY060794,Yes,2293,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46222134/2009(H1N1)
2,PB1,CY060793,Yes,2303,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46222134/2009(H1N1)
7,"M1,M2",CY060788,Yes,987,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46222134/2009(H1N1)
3,"PA,PA-X protein(+41)",CY060792,Yes,2175,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46222134/2009(H1N1)
8,"NS1,NS2",CY060791,Yes,850,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46222134/2009(H1N1)
4,HA,CY060795,Yes,1734,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46223444/2009(H1N1)
1,PB2,CY060802,Yes,2293,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46223444/2009(H1N1)
8,"NS1,NS2",CY060799,Yes,850,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46223444/2009(H1N1)
3,"PA,PA-X protein(+41)",CY060800,Yes,2175,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46223444/2009(H1N1)
6,NA,CY060797,Yes,1420,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46223444/2009(H1N1)
7,"M1,M2",CY060796,Yes,987,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46223444/2009(H1N1)
5,NP,CY060798,Yes,1523,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46223444/2009(H1N1)
2,PB1,CY060801,Yes,2303,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46223444/2009(H1N1)
8,"NS1,NS2",CY060807,Yes,850,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46223582/2009(H1N1)
4,HA,CY060803,Yes,1734,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46223582/2009(H1N1)
3,"PA,PA-X protein(+41)",CY060808,Yes,2175,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46223582/2009(H1N1)
6,NA,CY060805,Yes,1420,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46223582/2009(H1N1)
2,PB1,CY060809,Yes,2303,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46223582/2009(H1N1)
7,"M1,M2",CY060804,Yes,987,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46223582/2009(H1N1)
1,PB2,CY060810,Yes,2293,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46223582/2009(H1N1)
5,NP,CY060806,Yes,1523,H1N1,10/22/2009,IRD:Human,USA,Texas,10-Sep,A/Texas/46223582/2009(H1N1)
